Accepted Symbol,Family Common Name,Common Name,Kingdom,Division,Class,Order,Family,Genus,Scientific Name,Duration,Growth Habit
ASWE2,Pea family,Wetherill's milkvetch,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus wetherillii,Perennial,Forb/herb
ASWI2,Pea family,Fort Wingate milkvetch,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus wingatanus,Perennial,Forb/herb
ASWO2,Pea family,halfmoon milkvetch,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus wootonii,"Annual, Biennial",Forb/herb
DAAU,Pea family,golden prairie clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Dalea,Dalea aurea,Perennial,"Forb/herb, Subshrub"
DACY,Pea family,Andean prairie clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Dalea,Dalea cylindriceps,Perennial,Forb/herb
DAEN,Pea family,nineanther prairie clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Dalea,Dalea enneandra,Perennial,Forb/herb
DAFO,Pea family,featherplume,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Dalea,Dalea formosa,Perennial,"Shrub, Subshrub"
DAJA,Pea family,James' prairie clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Dalea,Dalea jamesii,Perennial,"Forb/herb, Subshrub"
DALA3,Pea family,woolly prairie clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Dalea,Dalea lanata,Perennial,Forb/herb
DALAL,Pea family,woolly prairie clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Dalea,Dalea lanata var. lanata,Perennial,Forb/herb
DALAT,Pea family,woolly prairie clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Dalea,Dalea lanata var. terminalis,Perennial,Forb/herb
DALE3,Pea family,foxtail prairie clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Dalea,Dalea leporina,Annual,Forb/herb
DAMU,Pea family,roundhead prairie clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Dalea,Dalea multiflora,Perennial,"Forb/herb, Subshrub"
DANA,Pea family,dwarf prairie clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Dalea,Dalea nana,Perennial,Forb/herb
DANAN,Pea family,dwarf prairie clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Dalea,Dalea nana var. nana,Perennial,Forb/herb
DAPUA,Pea family,purple prairie clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Dalea,Dalea purpurea var. arenicola,Perennial,"Forb/herb, Subshrub"
DATE5,Pea family,slimleaf prairie clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Dalea,Dalea tenuifolia,Perennial,"Forb/herb, Subshrub"
DECO2,Pea family,Cooley's bundleflower,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Desmanthus,Desmanthus cooleyi,Perennial,"Forb/herb, Subshrub"
DEIL,Pea family,Illinois bundleflower,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Desmanthus,Desmanthus illinoensis,Perennial,"Forb/herb, Subshrub"
DEOB5,Pea family,stiff ticktrefoil,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Desmodium,Desmodium obtusum,Perennial,Forb/herb
HEOCC,Pea family,western sweetvetch,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Hedysarum,Hedysarum occidentale var. canone,Perennial,Forb/herb
HODR,Pea family,sicklepod holdback,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Hoffmannseggia,Hoffmannseggia drepanocarpa,Perennial,"Forb/herb, Subshrub"
HOGL2,Pea family,Indian rushpea,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Hoffmannseggia,Hoffmannseggia glauca,Perennial,"Forb/herb, Subshrub"
HORE,Pea family,creeping nicker,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Hoffmannseggia,Hoffmannseggia repens,Perennial,Forb/herb
LABR,Pea family,Bonneville pea,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus brachycalyx,Perennial,"Forb/herb, Vine"
LABRZ2,Pea family,bush pea,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus brachycalyx ssp. zionis,Perennial,"Forb/herb, Vine"
LAEU,Pea family,bush vetchling,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus eucosmus,Perennial,"Forb/herb, Vine"
LALA6,Pea family,aspen pea,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus laetivirens,Perennial,"Forb/herb, Vine"
LALA3,Pea family,Nevada pea,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus lanszwertii,Perennial,"Forb/herb, Vine"
LALAL2,Pea family,Lanszwert's pea,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus lanszwertii var. lanszwertii,Perennial,"Forb/herb, Vine"
LALAL3,Pea family,Nevada pea,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus lanszwertii var. leucanthus,Perennial,"Forb/herb, Vine"
LAPA5,Pea family,fewflower pea,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus pauciflorus,Perennial,"Forb/herb, Vine"
LAPAU,Pea family,Utah pea,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus pauciflorus var. utahensis,Perennial,"Forb/herb, Vine"
LAPO2,Pea family,manystem pea,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus polymorphus,Perennial,"Forb/herb, Vine"
LAPOI,Pea family,hoary pea,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus polymorphus ssp. incanus,Perennial,"Forb/herb, Vine"
LAPOP,Pea family,manystem pea,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus polymorphus ssp. polymorphus,Perennial,"Forb/herb, Vine"
LAPOP2,Pea family,manystem pea,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus polymorphus ssp. polymorphus var. polymorphus,Perennial,"Forb/herb, Vine"
LOWR,Pea family,Wright's deervetch,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,Lotus wrightii,Perennial,Forb/herb
LUAL5,Pea family,Great Basin lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus Ã—alpestris,Perennial,Forb/herb
LUAM,Pea family,sand lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus ammophilus,Perennial,Forb/herb
LUARA11,Pea family,silvery lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus argenteus ssp. argenteus var. argenteus,Perennial,"Forb/herb, Subshrub"
LUARI,Pea family,silvery lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus argenteus ssp. ingratus,Perennial,"Forb/herb, Subshrub"
LUARM3,Pea family,silvery lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus argenteus ssp. moabensis,Perennial,"Forb/herb, Subshrub"
LUARR,Pea family,silvery lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus argenteus ssp. rubricaulis,Perennial,"Forb/herb, Subshrub"
LUARS3,Pea family,silvery lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus argenteus ssp. spathulatus,Perennial,"Forb/herb, Subshrub"
LUBA3,Pea family,Baker's lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus bakeri,Perennial,Forb/herb
LUBAA,Pea family,Baker's lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus bakeri ssp. amplus,Perennial,Forb/herb
LUBAB,Pea family,Baker's lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus bakeri ssp. bakeri,Perennial,Forb/herb
LUBR2,Pea family,shortstem lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus brevicaulis,Annual,Forb/herb
LUCA3,Pea family,stemless dwarf lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus caespitosus,Perennial,Forb/herb
LUCAC2,Pea family,stemless dwarf lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus caespitosus var. caespitosus,Perennial,Forb/herb
LUCAU,Pea family,Utah lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus caespitosus var. utahensis,Perennial,Forb/herb
LUCA,Pea family,tailcup lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus caudatus,Perennial,Forb/herb
LUCAA,Pea family,Kellogg's spurred lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus caudatus ssp. argophyllus,Perennial,Forb/herb
LUCAC3,Pea family,tailcup lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus caudatus ssp. caudatus,Perennial,Forb/herb
LUCR2,Pea family,Paradox lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus crassus,Perennial,Forb/herb
LUDE3,Pea family,depressed lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus depressus,Perennial,Forb/herb
LUKI,Pea family,King's lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus kingii,Annual,Forb/herb
LUKIA,Pea family,King's lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus kingii var. argillaceus,Annual,Forb/herb
LUKIK,Pea family,King's lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus kingii var. kingii,Annual,Forb/herb
LUPA8,Pea family,lodgepole lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus parviflorus,Perennial,Forb/herb
LUPAF,Pea family,lodgepole lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus parviflorus ssp. floribundus,Perennial,Forb/herb
LUPAM2,Pea family,lodgepole lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus parviflorus ssp. myrianthus,Perennial,Forb/herb
LUPAF4,Pea family,lodgepole lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus parviflorus ssp. myrianthus var. fulvomaculatus,Perennial,Forb/herb
LUPAM4,Pea family,lodgepole lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus parviflorus ssp. myrianthus var. myrianthus,Perennial,Forb/herb
LUPAP4,Pea family,lodgepole lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus parviflorus ssp. parviflorus,Perennial,Forb/herb
LUPL,Pea family,Nebraska lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus plattensis,Perennial,Forb/herb
LUPR2,Pea family,hairy bigleaf lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus prunophilus,Perennial,Forb/herb
LUPUI2,Pea family,Intermountain lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus pusillus ssp. intermontanus,Annual,Forb/herb
LUPUR,Pea family,rusty lupine,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus pusillus ssp. rubens,Annual,Forb/herb
MIBO2,Pea family,fragrant mimosa,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,Mimosa borealis,Perennial,Shrub
MINU6,Pea family,Nuttall's sensitive-briar,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,Mimosa nuttallii,Perennial,Forb/herb
MIRU5,Pea family,eastern sensitive plant,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,Mimosa rupertiana,Perennial,Forb/herb
OXBEO,Pea family,Bessey's locoweed,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Oxytropis,Oxytropis besseyi var. obnapiformis,Perennial,Forb/herb
OXDEP2,Pea family,nodding locoweed,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Oxytropis,Oxytropis deflexa var. pulcherrima,Perennial,Forb/herb
OXLAB,Pea family,purple locoweed,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Oxytropis,Oxytropis lambertii var. bigelovii,Perennial,Forb/herb
OXMU,Pea family,Nuttall's oxytrope,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Oxytropis,Oxytropis multiceps,Perennial,Forb/herb
OXPA2,Pea family,Parry's oxytrope,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Oxytropis,Oxytropis parryi,Perennial,Forb/herb
OXSE,Pea family,white locoweed,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Oxytropis,Oxytropis sericea,Perennial,Forb/herb
OXSES,Pea family,white locoweed,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Oxytropis,Oxytropis sericea var. sericea,Perennial,Forb/herb
PAFI4,Pea family,common dunebroom,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Parryella,Parryella filifolia,Perennial,Shrub
PEAR7,Pea family,aromatic Indian breadroot,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pediomelum,Pediomelum aromaticum,Perennial,Forb/herb
PECU3,Pea family,largebract Indian breadroot,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pediomelum,Pediomelum cuspidatum,Perennial,Forb/herb
PEDI9,Pea family,palmleaf Indian breadroot,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pediomelum,Pediomelum digitatum,Perennial,Forb/herb
PEHY4,Pea family,subterranean Indian breadroot,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pediomelum,Pediomelum hypogaeum,Perennial,Forb/herb
PEHYH,Pea family,subterranean Indian breadroot,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pediomelum,Pediomelum hypogaeum var. hypogaeum,Perennial,Forb/herb
PELI10,Pea family,narrowleaf Indian breadroot,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pediomelum,Pediomelum linearifolium,Perennial,Forb/herb
PEME7,Pea family,Intermountain Indian breadroot,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pediomelum,Pediomelum megalanthum,Perennial,Forb/herb
PEMEM2,Pea family,Intermountain Indian breadroot,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pediomelum,Pediomelum megalanthum var. megalanthum,Perennial,Forb/herb
POJA5,Pea family,James' holdback,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pomaria,Pomaria jamesii,Perennial,"Forb/herb, Subshrub"
PRGL2,Pea family,honey mesquite,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,Prosopis glandulosa,Perennial,"Shrub, Tree"
PRGLG,Pea family,honey mesquite,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,Prosopis glandulosa var. glandulosa,Perennial,"Shrub, Tree"
PSTE5,Pea family,slimflower scurfpea,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Psoralidium,Psoralidium tenuiflorum,Perennial,Forb/herb
PSTH,Pea family,Thompson's dalea,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Psorothamnus,Psorothamnus thompsoniae,Perennial,Shrub
PSTHW,Pea family,Whiting's dalea,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Psorothamnus,Psorothamnus thompsoniae var. whitingii,Perennial,Shrub
ROHO,Pea family,hybrid locust,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,Robinia Ã—holdtii,Perennial,Tree
RONE,Pea family,New Mexico locust,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,Robinia neomexicana,Perennial,"Shrub, Tree"
RONEN,Pea family,New Mexico locust,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,Robinia neomexicana var. neomexicana,Perennial,"Shrub, Tree"
SONU,Pea family,silky sophora,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Sophora,Sophora nuttalliana,Perennial,Forb/herb
STLE6,Pea family,slickseed fuzzybean,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Strophostyles,Strophostyles leiosperma,Annual,"Forb/herb, Vine"
THDI4,Pea family,spreadfruit goldenbanner,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Thermopsis,Thermopsis divaricarpa,Perennial,Forb/herb
THMO6,Pea family,mountain goldenbanner,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Thermopsis,Thermopsis montana,Perennial,Forb/herb
THMOM3,Pea family,mountain goldenbanner,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Thermopsis,Thermopsis montana var. montana,Perennial,Forb/herb
TRAN2,Pea family,Intermountain clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium andinum,Perennial,Forb/herb
TRANA3,Pea family,Intermountain clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium andinum var. andinum,Perennial,Forb/herb
TRAT,Pea family,Rocky Mountain clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium attenuatum,Perennial,Forb/herb
TRBR2,Pea family,Brandegee's clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium brandegeei,Perennial,Forb/herb
TRDA2,Pea family,alpine clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium dasyphyllum,Perennial,Forb/herb
TRDAD,Pea family,alpine clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium dasyphyllum ssp. dasyphyllum,Perennial,Forb/herb
TRGY,Pea family,hollyleaf clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium gymnocarpon,Perennial,"Forb/herb, Subshrub"
TRGYG,Pea family,hollyleaf clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium gymnocarpon ssp. gymnocarpon,Perennial,"Forb/herb, Subshrub"
TRGYP2,Pea family,Plummer's clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium gymnocarpon ssp. plummerae,Perennial,"Forb/herb, Subshrub"
TRKI,Pea family,King's clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium kingii,Perennial,Forb/herb
TRKIK,Pea family,King's clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium kingii ssp. kingii,Perennial,Forb/herb
TRLO,Pea family,longstalk clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium longipes,Perennial,Forb/herb
TRLOP2,Pea family,pygmy clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium longipes ssp. pygmaeum,Perennial,Forb/herb
TRLOR3,Pea family,droopflower clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium longipes ssp. reflexum,Perennial,Forb/herb
TRMU3,Pea family,cusp clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium mucronatum,Perennial,Forb/herb
TRMUL,Pea family,spinytooth clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium mucronatum ssp. lacerum,Perennial,Forb/herb
TRNA2,Pea family,dwarf clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium nanum,Perennial,"Forb/herb, Subshrub"
TRPA5,Pea family,Parry's clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium parryi,Perennial,"Forb/herb, Subshrub"
TRPAP,Pea family,Parry's clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium parryi ssp. parryi,Perennial,"Forb/herb, Subshrub"
TRPAS,Pea family,Parry's clover,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium parryi ssp. salictorum,Perennial,"Forb/herb, Subshrub"
VILU,Pea family,Louisiana vetch,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia ludoviciana,Annual,"Forb/herb, Vine"
VILUL2,Pea family,Louisiana vetch,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia ludoviciana ssp. ludoviciana,Annual,"Forb/herb, Vine"
QUPA4,Beech family,,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus Ã—pauciloba,Perennial,"Shrub, Tree"
QUAJ,Beech family,Ajo Mountain scrub oak,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus ajoensis,Perennial,"Shrub, Tree"
QUGA,Beech family,Gambel oak,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus gambelii,Perennial,"Shrub, Tree"
QUGAG,Beech family,Gambel oak,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus gambelii var. gambelii,Perennial,"Shrub, Tree"
QUGR3,Beech family,gray oak,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus grisea,Perennial,"Shrub, Tree"
QUHA3,Beech family,Havard oak,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus havardii,Perennial,"Shrub, Tree"
QUHAT,Beech family,Havard oak,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus havardii var. tuckeri,Perennial,"Shrub, Tree"
QUTU2,Beech family,Sonoran scrub oak,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus turbinella,Perennial,"Shrub, Tree"
FRJA,Frankenia family,James' seaheath,Plantae,Magnoliophyta,Magnoliopsida,Violales,Frankeniaceae,Frankenia,Frankenia jamesii,Perennial,"Shrub, Subshrub"
COCA15,Fumitory family,Sierra fumewort,Plantae,Magnoliophyta,Magnoliopsida,Papaverales,Fumariaceae,Corydalis,Corydalis caseana,Perennial,Forb/herb
COCAB2,Fumitory family,Brandegee's fumewort,Plantae,Magnoliophyta,Magnoliopsida,Papaverales,Fumariaceae,Corydalis,Corydalis caseana ssp. brandegeei,Perennial,Forb/herb
COCU2,Fumitory family,curvepod fumewort,Plantae,Magnoliophyta,Magnoliopsida,Papaverales,Fumariaceae,Corydalis,Corydalis curvisiliqua,"Annual, Biennial",Forb/herb
COCUG2,Fumitory family,curvepod fumewort,Plantae,Magnoliophyta,Magnoliopsida,Papaverales,Fumariaceae,Corydalis,Corydalis curvisiliqua ssp. grandibracteata,"Annual, Biennial",Forb/herb
COCUO,Fumitory family,curvepod fumewort,Plantae,Magnoliophyta,Magnoliopsida,Papaverales,Fumariaceae,Corydalis,Corydalis curvisiliqua ssp. occidentalis,"Annual, Biennial",Forb/herb
CEAR12,Gentian family,Arizona centaury,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Gentianaceae,Centaurium,Centaurium arizonicum,"Annual, Biennial",Forb/herb
EUEX5,Gentian family,catchfly prairie gentian,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Gentianaceae,Eustoma,Eustoma exaltatum,"Annual, Perennial",Forb/herb
EUEXR,Gentian family,showy prairie gentian,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Gentianaceae,Eustoma,Eustoma exaltatum ssp. russellianum,"Annual, Perennial",Forb/herb
FRAL5,Gentian family,desert frasera,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Gentianaceae,Frasera,Frasera albomarginata,Perennial,Forb/herb
